id	objectName	roomName	taskName	frequency	workType	description	objectId	roomId
"cmgyuatbk059bvyjomz8rhn6m"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8k9f03txvyjobqbaj1fy"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuayx805cvvyjolgk2c5m8"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub1od05envyjods2obqxr"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8i2303shvyjogailwfhn"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8fug03r1vyjo5q5h73n9"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8dk303plvyjo4tx6eye1"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub4fg05gfvyjoxhtom2vb"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8bci03o5vyjo3b5dpdhc"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub76n05i7vyjo75ly9pc8"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu895103mpvyjoel05m7z3"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu86xa03l9vyjo0s1r8vrt"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu84pu03jtvyjo7x47ue0f"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu807w03gxvyjobms8p0wt"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7y0g03fhvyjo4klpsa9h"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubcs405lrvyjoux4qw29p"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7tle03clvyjosdnupewe"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7rdn03b5vyjowv4ypa0n"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7mvw0389vyjohx34qrjh"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubfj905njvyjo5bh30r17"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub9y105jzvyjoinbxftv2"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaw2x05b3vyjodhjc1zmq"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuante055rvyjo5i92jt15"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu95bq046xvyjokpmqs7bj"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu97kn048dvyjo9krqt02z"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu99tl049tvyjomz97d7rb"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu90qj0441vyjof2lu5s0c"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7p34039pvyjoqpox5qzv"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubiak05pbvyjoh2ts2p1h"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7vsx03e1vyjotzp37mmk"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu82fc03idvyjou6o822p3"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"5 раз в неделю"	"Уборка"	"Уборка детских, спортивных и хозяйственных площадок и площадок для отдыха"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9qok04kjvyjoc6oymsa2"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9l2r04gzvyjoynw4qcos"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9tfp04mbvyjowzjcbewu"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9iax04f7vyjoij3xrqmg"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9w6x04o3vyjo11h4yiqu"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9fj204dfvyjoilxkg718"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaths059fvyjopwrc21cv"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9yxz04pvvyjolfhutnw7"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu99zu049xvyjot5wa9kl5"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu97qu048hvyjorpejo8qg"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyua1s804rnvyjows6202s2"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu95i10471vyjof6d09nmq"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyua4jc04tfvyjofc2e7ln2"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu938w045lvyjocuhbvn86"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu90ws0445vyjou4la8q9v"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyua7al04v7vyjoyj7w7ata"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8vk10419vyjopfotcs02"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8tco03ztvyjov0gfpx2x"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuacvx04yrvyjo88jo8925"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8oul03wxvyjohxwv09jf"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuafn4050jvyjorsb0iora"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8mn203vhvyjomgpm8n92"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8i8803slvyjoi9l3sy8i"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8g0l03r5vyjod1fhxb6q"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu82li03ihvyjoa6ie95a2"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyual5i0543vyjo277t34q9"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8bil03o9vyjoq4upj2bd"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuanzk055vvyjohwhtmzxr"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu89b803mtvyjorn9k94tu"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu84vx03jxvyjoitk7rnbx"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9nxd04irvyjosvgeaxgn"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu80e103h1vyjo65pg4yt1"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8r5603ydvyjozlzokqn0"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu873f03ldvyjofxzbnz29"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaa1r04wzvyjoq7igcklc"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8kfj03u1vyjoiqi6dcop"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7n1z038dvyjo0vhep40i"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7trk03cpvyjozvq50xix"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7vz003e5vyjoo07w00rz"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7y6j03flvyjows8daavz"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8dq703ppvyjofa22jvw6"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7p9b039tvyjok1nxfgmx"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7rjr03b9vyjoj7zfpth4"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu8xro042pvyjonlw5jnsk"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubigr05pfvyjomvwt79cu"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaie7052bvyjonf1xoajk"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu9crf04bnvyjo3loupxfj"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub4lm05gjvyjodthlprmm"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaqqn057nvyjoatali3zl"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubfpg05nnvyjoex5bm4qo"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuba4805k3vyjox6eg5bbf"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub7d105ibvyjo2trtmx05"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubcyc05lvvyjowyo1ngdf"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub1uk05ervyjoqmums3lq"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaz3f05czvyjomhsfn9ss"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuaw9405b7vyjo5418qybb"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка контейнерных площадок"	"2 раза в день"	"Уборка"	"Уборка контейнерных площадок"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub3ts05g1vyjowe663hoo"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub12p05e9vyjoqdoafpvo"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuay8h05chvyjoxmtej7dw"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubhou05oxvyjotlgvctt4"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub6ky05htvyjo31pk9uvi"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyuavha05apvyjox3mr161c"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyubc6g05ldvyjo5ndwvqd4"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyub9cc05jlvyjo863yg1bm"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7okt039dvyjocqtoqoti"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7qsc03atvyjovkpg7tm8"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7zpi03glvyjo51l4l304"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7mdl037xvyjoaqtv642v"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
"cmgyu7xi403f5vyjoqeaiefui"	"ООО ""УК ""Юг-сервис"" (Южный город)"	""	"Уборка мусора на площадках перед входом в подъезды"	"2 раза в день"	"Уборка"	"Уборка мусора на площадках перед входом в подъезды"	"cmgyu7kxr036zvyjomsbe8fp6"	""
