id	objectName	roomName	taskName	frequency	workType	description	objectId	roomId
"cmgyu5vav023dvyjo43ynyiu0"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие влажная уборка"	"3 раза в неделю (летний период),<br>Ежедневно (зимний период)"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5n6w01y3vyjoxuj0eiid"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие влажная уборка"	"3 раза в неделю"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5rxb0217vyjoe249slr9"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие влажная уборка"	"3 раза в неделю"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5ns701yhvyjoqxf080un"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие влажная уборка"	"3 раза в неделю (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5sil021lvyjokjg55286"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие влажная уборка"	"3 раза в неделю (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5u18022jvyjo1imbjhct"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие влажная уборка"	"Ежедневно (3 раза в день)"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5wen0243vyjoxuydfxq7"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие влажная уборка"	"Еженедельно"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5wkr0247vyjocdwxtvm4"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие влажная уборка"	"3 раза в неделю (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5vn8023lvyjoja9vh36n"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие влажная уборка"	"Еженедельно"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5t9v0221vyjow6qnrbvr"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие влажная уборка"	"3 раза в неделю"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5ktq01wjvyjo9nnxtcy5"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие влажная уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5pn501zpvyjo000qladt"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Душевые"	"Напольное покрытие влажная уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5upk022zvyjowyb34y3f"
"cmgyu43zw00yfvyjo30zskq2m"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие - Влажная уборка ручным способом"	"Ежедневно"	"Уборка"	"Напольное покрытие - Влажная уборка ручным способом"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5p1u01zbvyjotbmct5hx"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие, где рельсы механизированная уборка с помощью пылесоса"	"По мере необходимости"	"Уборка"	"Напольное покрытие, где рельсы механизированная уборка с помощью пылесоса"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5oyt01z9vyjod1y7irzw"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие, где рельсы сухая уборка"	"2-3 раза в неделю"	"Уборка"	"Напольное покрытие, где рельсы сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5ovs01z7vyjo74kg76ey"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие кабинетов сухая и влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие кабинетов сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5mik01xnvyjo6amp4wjg"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Душевые"	"Напольное покрытие резиновая дорожка на 3-м пролете влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие резиновая дорожка на 3-м пролете влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5upk022zvyjowyb34y3f"
"cmgyu5rc1020tvyjo8t75a616"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Душевые"	"Напольное покрытие сухая и влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5upk022zvyjowyb34y3f"
"cmgyu5yrv025nvyjo7o8rg28j"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие сухая и влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5mln01xpvyjougxjpttx"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие сухая и влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5whp0245vyjojy03kp0n"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Душевые"	"Напольное покрытие сухая и влажная уборка"	"Ежедневно (зимний период: октябрь-апрель)"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5upk022zvyjowyb34y3f"
"cmgyu5zj80265vyjoap21vzov"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие сухая и влажная уборка"	"2 раза в неделю"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5np601yfvyjohvn707v4"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая и влажная уборка"	"Ежедневно (зимний период: октябрь-апрель)"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5sfk021jvyjoazzw6oxj"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие сухая и влажная уборка"	"Ежедневно (зимний период: октябрь-апрель)"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5zvd026dvyjoerid6waf"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие сухая и влажная уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5odj01yvvyjo5y1gtzak"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая и влажная уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая и влажная уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5n3v01y1vyjog1oskyqy"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие сухая уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5rua0215vyjo5cpata9g"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие сухая уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5wbm0241vyjo3h164q4o"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Технологическая вставка"	"Напольное покрытие сухая уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5vh5023hvyjo9v6v88dv"
"cmgyu5vk7023jvyjouv4kvvg0"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5t6u021zvyjort0wevhj"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая уборка"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5slm021nvyjodwezwnof"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая уборка"	"Ежедневно (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
"cmgyu5nva01yjvyjoq53did7b"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие сухая уборка"	"Ежедневно (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5wnt0249vyjoqiu8oeet"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие сухая уборка"	"Ежедневно (летний период: май-сентябрь)"	"Уборка"	"Напольное покрытие сухая уборка"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5qnn020dvyjonelo4w5f"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Туалеты"	"Напольное покрытие сухая уборка пролетов"	"Ежедневно локально"	"Уборка"	"Напольное покрытие сухая уборка пролетов"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5tv5022fvyjo0ohfm19n"
"cmgyu5lu801x7vyjo5eutnnk8"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Эвакуационный выход (фойе)"	"Напольное покрытие сухая уборка пролетов"	"Ежедневно локально"	"Уборка"	"Напольное покрытие сухая уборка пролетов"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5w8k023zvyjoe1hbpv2p"
"cmgyu5xl9024vvyjodljhma2r"	"Акционерное общество “ТЯЖМАШ” АО “ТЯЖМАШ"	"Центральный вход"	"Напольное покрытие сухая уборка пролетов"	"Ежедневно"	"Уборка"	"Напольное покрытие сухая уборка пролетов"	"cmgyu5kkn01wfvyjoha61m1ck"	"cmgyu5v7t023bvyjoox9lbbq5"
